pathogen,checkpoint,model size,mode,Fold,Label,Prob,Preds
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.87272877,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.85475904,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8140274,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8471024,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.75930136,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8776191,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9738878,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9555551,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9641502,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9823491,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.98285425,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9878968,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9770184,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9872485,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.98996335,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.98329264,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.98055583,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9885201,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.98706704,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9862482,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9862314,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9784807,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9614943,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.92170465,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.960806,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9483102,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9364824,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.93305504,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.97973484,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9622489,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.97518504,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9695142,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9523088,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.97838974,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9719017,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.955679,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9698158,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9734438,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9751804,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.98034394,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9793245,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.93201184,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9595925,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9459537,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9367674,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.92279804,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.95898837,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9472241,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.89463663,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.943941,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.92873627,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9444259,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.91495913,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.89723116,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.7613635,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8146681,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.58652467,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.6988714,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.65597105,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.7984255,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.76209545,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.6919717,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.78816754,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.851752,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8593065,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8081203,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.5366658,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.46708196,0
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.60616577,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.81178313,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.7006507,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.6631115,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.6537318,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.7561603,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8671397,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8501328,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8281149,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.85812837,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9320093,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.91568476,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.837439,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.80760205,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.82966864,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.77453274,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.8599362,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.7901433,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.6855584,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.88538224,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.72345746,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.8361939,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.70702654,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.8673677,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.7717447,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.76602805,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.76879776,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.8439545,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.86378354,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.8104049,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.7208751,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.73550725,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.7754839,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.800099,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.74043316,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.80768627,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.6519233,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.65864414,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.78967375,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.78867507,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.5038242,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.7096646,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.76315707,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.8177839,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.79495287,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.83441335,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.77368116,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.7595779,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.7167016,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.5926936,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.598691,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.650474,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.44680935,0
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.6621886,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.5486567,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.49948046,0
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.48715803,0
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.39253268,0
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.3729122,0
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.43243018,0
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.6253926,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.46654585,0
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.63366884,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.56501895,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.549208,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.5250563,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.5572295,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.48437127,0
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.54975975,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.70974135,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.5928701,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.64576954,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.61061597,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.5977155,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.50732666,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.5461708,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.58391064,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.89408857,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9410492,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.94626135,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9679984,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.953403,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9666604,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.93312967,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9389241,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9568487,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.93818504,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9228686,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.95596105,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.8920558,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.9312618,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.87114275,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.9252524,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.9495583,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.94610554,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.93557984,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.9395394,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.95352244,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.92541915,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.9442979,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.9405102,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8971804,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8399248,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8484379,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8611098,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.92826396,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9149321,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.93325484,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9452943,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.91952413,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.92942065,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.90638435,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8570456,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9206928,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.90683216,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9387597,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9255488,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9173767,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9528329,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9522159,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9450609,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9384125,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9486376,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.90128225,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8921759,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.89220876,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.88256615,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.84665656,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8633887,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8627206,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8904119,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.88640714,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8273259,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.87570924,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8460476,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.86810285,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.88071805,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.82587993,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.73237264,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.6584298,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.6824655,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.6770554,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.61291486,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.63255477,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.6420578,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.7176936,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.63843006,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.7231904,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.71663284,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.681766,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9198683,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9376264,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9336411,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.91271865,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9539074,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.956541,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8837135,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.9659896,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8989407,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.93274724,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.87177163,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.82040226,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8381771,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.7678673,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.61003894,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.5375989,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.59878033,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.5496109,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.52448535,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.6642717,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.7624255,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.45393056,0
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.42930108,0
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.41240442,0
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.40078706,0
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.45147777,0
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.4570208,0
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.42911956,0
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.5232621,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.46514875,0
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.5498545,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.83293,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.6553752,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.83396095,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8994748,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8374164,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8654235,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.88546896,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.865587,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8618709,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.85467017,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8608768,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8671317,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8636798,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8832985,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.8147264,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.704013,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.7748342,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.7502399,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.65996414,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.6466607,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.74325025,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.7626593,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.7076952,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.37581512,0
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.37429646,0
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.30778968,0
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.54315156,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.5444344,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.46512204,0
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.39118785,0
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.55031836,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.70105076,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.5578861,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.62909836,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.5484416,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.6869614,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.66406894,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.81054425,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.64413434,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.72889465,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.6358698,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,1,0.71181417,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.6403586,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.8173289,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.8328964,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.83906597,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.76364505,1
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,4,0,0.71867603,1
